,p1,p2,p3,p4
154,0.7,0.3,0.6,0.4
155,0.7,0.3,0.6,0.4
156,0.7,0.3,0.6,0.4
157,0.7,0.3,0.6,0.4
158,0.7,0.3,0.6,0.4
159,0.7,0.3,0.6,0.4
160,0.7,0.3,0.6,0.4
161,0.7,0.3,0.6,0.4
162,0.7,0.3,0.6,0.4
163,0.7,0.3,0.6,0.4
164,0.7,0.3,0.6,0.4
165,0.7,0.3,0.6,0.4
166,0.7,0.3,0.6,0.4
167,0.7,0.3,0.6,0.4
168,0.7,0.3,0.6,0.4
169,0.7,0.3,0.6,0.4
170,0.7,0.3,0.6,0.4
171,0.7,0.3,0.6,0.4
172,0.7,0.3,0.6,0.4
173,0.7,0.3,0.6,0.4
174,0.7,0.3,0.6,0.4
175,0.7,0.3,0.6,0.4
176,0.7,0.3,0.6,0.4
177,0.7,0.3,0.6,0.4
178,0.7,0.3,0.6,0.4
179,0.7,0.3,0.6,0.4
180,0.7,0.3,0.6,0.4
181,0.7,0.3,0.6,0.4
182,0.7,0.3,0.6,0.4
183,0.7,0.3,0.6,0.4
184,0.7,0.3,0.6,0.4
185,0.7,0.3,0.6,0.4
186,0.7,0.3,0.6,0.4
187,0.7,0.3,0.6,0.4
188,0.7,0.3,0.6,0.4
189,0.7,0.3,0.6,0.4
190,0.7,0.3,0.6,0.4
191,0.7,0.3,0.6,0.4
192,0.7,0.3,0.6,0.4
193,0.7,0.3,0.6,0.4
194,0.7,0.3,0.6,0.4
195,0.7,0.3,0.6,0.4
196,0.7,0.3,0.6,0.4
197,0.7,0.3,0.6,0.4
198,0.7,0.3,0.6,0.4
199,0.7,0.3,0.6,0.4
200,0.7,0.3,0.6,0.4
201,0.7,0.3,0.6,0.4
202,0.7,0.3,0.6,0.4
203,0.7,0.3,0.6,0.4
204,0.7,0.3,0.6,0.4
205,0.7,0.3,0.6,0.4
206,0.7,0.3,0.6,0.4
207,0.7,0.3,0.6,0.4
208,0.7,0.3,0.6,0.4
209,0.7,0.3,0.6,0.4
210,0.7,0.3,0.6,0.4
211,0.7,0.3,0.6,0.4
212,0.7,0.3,0.6,0.4
213,0.7,0.3,0.6,0.4
214,0.7,0.3,0.6,0.4
215,0.7,0.3,0.6,0.4
216,0.7,0.3,0.6,0.4
217,0.7,0.3,0.6,0.4
218,0.7,0.3,0.6,0.4
219,0.7,0.3,0.6,0.4
220,0.7,0.3,0.6,0.4
221,0.7,0.3,0.6,0.4
222,0.7,0.3,0.6,0.4
223,0.7,0.3,0.6,0.4
224,0.7,0.3,0.6,0.4
225,0.7,0.3,0.6,0.4
226,0.7,0.3,0.6,0.4
227,0.7,0.3,0.6,0.4
228,0.7,0.3,0.6,0.4
229,0.7,0.3,0.6,0.4
230,0.7,0.3,0.6,0.4
231,0.7,0.3,0.6,0.4
232,0.7,0.3,0.6,0.4
233,0.7,0.3,0.6,0.4
234,0.7,0.3,0.6,0.4
235,0.7,0.3,0.6,0.4
236,0.7,0.3,0.6,0.4
237,0.7,0.3,0.6,0.4
238,0.7,0.3,0.6,0.4
239,0.7,0.3,0.6,0.4
240,0.7,0.3,0.6,0.4
241,0.7,0.3,0.6,0.4
242,0.7,0.3,0.6,0.4
243,0.7,0.3,0.6,0.4
244,0.7,0.3,0.6,0.4
245,0.7,0.3,0.6,0.4
246,0.7,0.3,0.6,0.4
247,0.7,0.3,0.6,0.4
248,0.7,0.3,0.6,0.4
249,0.7,0.3,0.6,0.4
250,0.7,0.3,0.6,0.4
251,0.7,0.3,0.6,0.4
252,0.7,0.3,0.6,0.4
253,0.7,0.3,0.6,0.4
254,0.7,0.3,0.6,0.4
255,0.7,0.3,0.6,0.4
256,0.7,0.3,0.6,0.4
257,0.7,0.3,0.6,0.4
258,0.7,0.3,0.6,0.4
259,0.7,0.3,0.6,0.4
260,0.7,0.3,0.6,0.4
261,0.7,0.3,0.6,0.4
262,0.7,0.3,0.6,0.4
263,0.7,0.3,0.6,0.4
264,0.7,0.3,0.6,0.4
265,0.7,0.3,0.6,0.4
266,0.7,0.3,0.6,0.4
267,0.7,0.3,0.6,0.4
268,0.7,0.3,0.6,0.4
269,0.7,0.3,0.6,0.4
270,0.7,0.3,0.6,0.4
271,0.7,0.3,0.6,0.4
272,0.7,0.3,0.6,0.4
273,0.7,0.3,0.6,0.4
274,0.7,0.3,0.6,0.4
275,0.7,0.3,0.6,0.4
276,0.7,0.3,0.6,0.4
277,0.7,0.3,0.6,0.4
278,0.7,0.3,0.6,0.4
279,0.7,0.3,0.6,0.4
280,0.7,0.3,0.6,0.4
281,0.7,0.3,0.6,0.4
282,0.7,0.3,0.6,0.4
283,0.7,0.3,0.6,0.4
284,0.7,0.3,0.6,0.4
285,0.7,0.3,0.6,0.4
286,0.7,0.3,0.6,0.4
287,0.7,0.3,0.6,0.4
288,0.7,0.3,0.6,0.4
289,0.7,0.3,0.6,0.4
290,0.7,0.3,0.6,0.4
291,0.7,0.3,0.6,0.4
292,0.7,0.3,0.6,0.4
293,0.7,0.3,0.6,0.4
294,0.7,0.3,0.6,0.4
295,0.7,0.3,0.6,0.4
296,0.7,0.3,0.6,0.4
297,0.7,0.3,0.6,0.4
298,0.7,0.3,0.6,0.4
299,0.7,0.3,0.6,0.4
300,0.7,0.3,0.6,0.4
