,p1,p2,p3,p4
52,0.479911798,0.414122928,0.285583615,0.391960252
53,0.501808655,0.4061242,0.299540972,0.399745987
54,0.527708274,0.359177564,0.276023362,0.380062342
55,0.467096746,0.335192551,0.283917662,0.369346775
56,0.474303155,0.326440982,0.32981414,0.343447378
57,0.494860486,0.328796997,0.321408807,0.366063729
58,0.50196401,0.330964254,0.358143684,0.361259173
59,0.482347299,0.323248675,0.363990185,0.387683492
60,0.494040163,0.326370924,0.327016223,0.409203884
61,0.49145617,0.31229175,0.324176298,0.431822039
62,0.511059825,0.357426084,0.277711474,0.446935292
63,0.494441472,0.355296369,0.255687654,0.438854963
64,0.501267645,0.315888865,0.256335775,0.43066716
65,0.536221092,0.322265245,0.252225673,0.411973809
66,0.481776625,0.29380361,0.314647835,0.400940636
67,0.488125242,0.329519782,0.315169276,0.414957261
68,0.541427607,0.300885739,0.330896545,0.44505351
69,0.533882143,0.290887465,0.354145584,0.449474267
70,0.559255734,0.302664213,0.350719962,0.456770851
71,0.591020595,0.312228833,0.33450298,0.436127673
72,0.594700632,0.287034498,0.387594367,0.448742333
73,0.574048882,0.273630571,0.365147156,0.45204078
74,0.552605568,0.290909549,0.353912716,0.449524946
75,0.550607225,0.314621574,0.34362545,0.432600501
76,0.612764323,0.300092266,0.398436323,0.490582508
77,0.587251873,0.278549358,0.398407271,0.492353439
78,0.557449326,0.318845118,0.399018819,0.541074618
79,0.53420459,0.312851037,0.416277847,0.557363459
80,0.511426408,0.297986444,0.407522818,0.526107178
81,0.544471121,0.274865796,0.407521571,0.527480151
82,0.519319193,0.291138489,0.401095167,0.551089596
83,0.517664442,0.274829592,0.392918668,0.524023759
84,0.50709655,0.266925426,0.38112781,0.554344939
85,0.482095029,0.274678686,0.395878674,0.561296543
86,0.431502757,0.331137536,0.340142532,0.55285745
87,0.425694082,0.320477847,0.349462751,0.558768815
88,0.423235387,0.319443506,0.367816979,0.559539158
89,0.418674083,0.358569907,0.369930466,0.519440499
90,0.445341618,0.335226703,0.361172441,0.520165644
91,0.445029892,0.410956136,0.372597807,0.489104433
92,0.468728915,0.429483789,0.385293245,0.497118821
93,0.475258006,0.418398241,0.37549589,0.528385794
94,0.512911999,0.429513936,0.379394416,0.521484087
95,0.539517334,0.389427504,0.348527437,0.527224749
96,0.544323322,0.396279259,0.310275624,0.533450367
97,0.566216556,0.408374636,0.328075738,0.562805675
98,0.570274998,0.412026002,0.341376023,0.520753086
99,0.566895624,0.399144843,0.334840865,0.54429023
100,0.562314943,0.424889032,0.311110319,0.536613682
101,0.524140525,0.413216171,0.316353152,0.520983923
102,0.531718216,0.41264003,0.315070893,0.500332353
103,0.515214637,0.414336669,0.319951423,0.505772512
104,0.501395054,0.388359403,0.34789239,0.474256044
105,0.535437416,0.376983664,0.369110125,0.482628218
106,0.538694532,0.372391436,0.38101395,0.461077677
107,0.574921964,0.364053666,0.37123011,0.449785692
108,0.579335317,0.344268264,0.404530221,0.508032371
109,0.537947877,0.336579885,0.43595818,0.529669072
110,0.545291717,0.357778041,0.463961387,0.466519079
111,0.563154971,0.323993397,0.469580664,0.481244805
112,0.564024248,0.343947487,0.444113532,0.484575242
113,0.614090142,0.319841751,0.431112029,0.485075938
114,0.634874305,0.344321909,0.46002207,0.498414866
115,0.63430206,0.350871794,0.50377738,0.50555614
116,0.667644008,0.322684488,0.495022894,0.513032791
117,0.707070434,0.309985121,0.487973293,0.512195794
118,0.689531897,0.361280529,0.496819543,0.532785457
119,0.701247287,0.368092264,0.469358927,0.539732256
120,0.726052512,0.347461792,0.434884628,0.566186762
121,0.738030072,0.396484292,0.439827083,0.596382899
122,0.72810507,0.423288174,0.415803237,0.593281654
123,0.685307875,0.428141262,0.469262118,0.614271373
124,0.677719855,0.443149426,0.457012985,0.595787295
125,0.656710467,0.465350228,0.454510665,0.609400518
126,0.658772828,0.513675801,0.465484818,0.654267489
127,0.640716477,0.44903852,0.482157085,0.649584213
128,0.635324725,0.478184618,0.510855905,0.646962345
129,0.655436374,0.460769008,0.489978701,0.653055224
130,0.61995362,0.453479399,0.485033424,0.613362747
131,0.655513018,0.441274551,0.489467803,0.618264084
132,0.660323481,0.41905929,0.508589034,0.653320808
133,0.686863024,0.36029786,0.523979081,0.634618889
134,0.648257727,0.358149581,0.561268839,0.653176435
135,0.675484334,0.357335645,0.547455663,0.625661179
136,0.694725982,0.348051174,0.553095273,0.597727276
137,0.725078908,0.375888693,0.553266507,0.559411518
138,0.697747266,0.34815686,0.574857827,0.557477541
139,0.719369264,0.348908143,0.578979803,0.541784858
140,0.721925325,0.354944319,0.570999634,0.533963393
141,0.713795562,0.373817527,0.536742171,0.576751304
142,0.740517323,0.394054994,0.610349275,0.540791797
143,0.733170537,0.413737064,0.588139384,0.569468549
144,0.720948192,0.387869739,0.569967256,0.577054572
145,0.704160764,0.418056912,0.552036289,0.53629869
146,0.707264373,0.380814472,0.516810427,0.50086888
147,0.689129267,0.382390844,0.498941854,0.505993031
148,0.721410809,0.313154918,0.532689028,0.430119945
149,0.713441678,0.345847125,0.543528828,0.421554333
150,0.7,0.3,0.6,0.4
151,0.7,0.3,0.6,0.4
152,0.7,0.3,0.6,0.4
153,0.7,0.3,0.6,0.4
154,0.7,0.3,0.6,0.4
155,0.7,0.3,0.6,0.4
156,0.7,0.3,0.6,0.4
157,0.7,0.3,0.6,0.4
158,0.7,0.3,0.6,0.4
159,0.7,0.3,0.6,0.4
160,0.7,0.3,0.6,0.4
161,0.7,0.3,0.6,0.4
162,0.7,0.3,0.6,0.4
163,0.7,0.3,0.6,0.4
164,0.7,0.3,0.6,0.4
165,0.7,0.3,0.6,0.4
166,0.7,0.3,0.6,0.4
167,0.7,0.3,0.6,0.4
168,0.7,0.3,0.6,0.4
169,0.7,0.3,0.6,0.4
170,0.7,0.3,0.6,0.4
171,0.7,0.3,0.6,0.4
172,0.7,0.3,0.6,0.4
173,0.7,0.3,0.6,0.4
174,0.7,0.3,0.6,0.4
175,0.7,0.3,0.6,0.4
176,0.7,0.3,0.6,0.4
177,0.7,0.3,0.6,0.4
178,0.7,0.3,0.6,0.4
179,0.7,0.3,0.6,0.4
180,0.7,0.3,0.6,0.4
181,0.7,0.3,0.6,0.4
182,0.7,0.3,0.6,0.4
183,0.7,0.3,0.6,0.4
184,0.7,0.3,0.6,0.4
185,0.7,0.3,0.6,0.4
186,0.7,0.3,0.6,0.4
187,0.7,0.3,0.6,0.4
188,0.7,0.3,0.6,0.4
189,0.7,0.3,0.6,0.4
190,0.7,0.3,0.6,0.4
191,0.7,0.3,0.6,0.4
192,0.7,0.3,0.6,0.4
193,0.7,0.3,0.6,0.4
194,0.7,0.3,0.6,0.4
195,0.7,0.3,0.6,0.4
196,0.7,0.3,0.6,0.4
197,0.7,0.3,0.6,0.4
198,0.7,0.3,0.6,0.4
199,0.7,0.3,0.6,0.4
200,0.7,0.3,0.6,0.4
201,0.7,0.3,0.6,0.4
202,0.7,0.3,0.6,0.4
203,0.7,0.3,0.6,0.4
204,0.7,0.3,0.6,0.4
205,0.7,0.3,0.6,0.4
206,0.7,0.3,0.6,0.4
207,0.7,0.3,0.6,0.4
208,0.7,0.3,0.6,0.4
209,0.7,0.3,0.6,0.4
210,0.7,0.3,0.6,0.4
211,0.7,0.3,0.6,0.4
212,0.7,0.3,0.6,0.4
213,0.7,0.3,0.6,0.4
214,0.7,0.3,0.6,0.4
215,0.7,0.3,0.6,0.4
216,0.7,0.3,0.6,0.4
217,0.7,0.3,0.6,0.4
218,0.7,0.3,0.6,0.4
219,0.7,0.3,0.6,0.4
220,0.7,0.3,0.6,0.4
221,0.7,0.3,0.6,0.4
222,0.7,0.3,0.6,0.4
223,0.7,0.3,0.6,0.4
224,0.7,0.3,0.6,0.4
225,0.7,0.3,0.6,0.4
226,0.7,0.3,0.6,0.4
227,0.7,0.3,0.6,0.4
228,0.7,0.3,0.6,0.4
229,0.7,0.3,0.6,0.4
230,0.7,0.3,0.6,0.4
231,0.7,0.3,0.6,0.4
232,0.7,0.3,0.6,0.4
233,0.7,0.3,0.6,0.4
234,0.7,0.3,0.6,0.4
235,0.7,0.3,0.6,0.4
236,0.7,0.3,0.6,0.4
237,0.7,0.3,0.6,0.4
238,0.7,0.3,0.6,0.4
239,0.7,0.3,0.6,0.4
240,0.7,0.3,0.6,0.4
241,0.7,0.3,0.6,0.4
242,0.7,0.3,0.6,0.4
243,0.7,0.3,0.6,0.4
244,0.7,0.3,0.6,0.4
245,0.7,0.3,0.6,0.4
246,0.7,0.3,0.6,0.4
247,0.7,0.3,0.6,0.4
248,0.7,0.3,0.6,0.4
249,0.7,0.3,0.6,0.4
250,0.7,0.3,0.6,0.4
251,0.7,0.3,0.6,0.4
252,0.7,0.3,0.6,0.4
253,0.7,0.3,0.6,0.4
254,0.7,0.3,0.6,0.4
255,0.7,0.3,0.6,0.4
256,0.7,0.3,0.6,0.4
257,0.7,0.3,0.6,0.4
258,0.7,0.3,0.6,0.4
259,0.7,0.3,0.6,0.4
260,0.7,0.3,0.6,0.4
261,0.7,0.3,0.6,0.4
262,0.7,0.3,0.6,0.4
263,0.7,0.3,0.6,0.4
264,0.7,0.3,0.6,0.4
265,0.7,0.3,0.6,0.4
266,0.7,0.3,0.6,0.4
267,0.7,0.3,0.6,0.4
268,0.7,0.3,0.6,0.4
269,0.7,0.3,0.6,0.4
270,0.7,0.3,0.6,0.4
271,0.7,0.3,0.6,0.4
272,0.7,0.3,0.6,0.4
273,0.7,0.3,0.6,0.4
274,0.7,0.3,0.6,0.4
275,0.7,0.3,0.6,0.4
276,0.7,0.3,0.6,0.4
277,0.7,0.3,0.6,0.4
278,0.7,0.3,0.6,0.4
279,0.7,0.3,0.6,0.4
280,0.7,0.3,0.6,0.4
281,0.7,0.3,0.6,0.4
282,0.7,0.3,0.6,0.4
283,0.7,0.3,0.6,0.4
284,0.7,0.3,0.6,0.4
285,0.7,0.3,0.6,0.4
286,0.7,0.3,0.6,0.4
287,0.7,0.3,0.6,0.4
288,0.7,0.3,0.6,0.4
289,0.7,0.3,0.6,0.4
290,0.7,0.3,0.6,0.4
291,0.7,0.3,0.6,0.4
292,0.7,0.3,0.6,0.4
293,0.7,0.3,0.6,0.4
294,0.7,0.3,0.6,0.4
295,0.7,0.3,0.6,0.4
296,0.7,0.3,0.6,0.4
297,0.7,0.3,0.6,0.4
298,0.7,0.3,0.6,0.4
299,0.7,0.3,0.6,0.4
300,0.7,0.3,0.6,0.4
